leadid,election_date,reelected,iso3,leader,entry_date,exit_date,entry_year,exit_year,spell_yrs,gold,silver,bronze,medal_score,cname,atop_number,bci_bci,bmr_demdur,cai_cai2,cbi_cbiw,cbie_index,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_speech,ciri_tort,ef_ef,fh_cl,fh_pr,gol_enep,gol_est,gol_pr,h_j,ht_region,p_durable,p_polity2,pwt_hci,rd_inw,ross_gas_value_2014,ross_oil_value_2014,top_top10_income_share,undp_hdi,van_index,vdem_corr,vdem_gender,vdem_libdem,vdem_polyarchy,wdi_acel,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_birth,wdi_co2,wdi_death,wdi_elerenew,wdi_empagr,wdi_empind,wdi_empser,wdi_eneimp,wdi_expedu,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2015,wdi_gdpind,wdi_gerp,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_pop,wdi_pop14,wdi_pop65,wdi_popden,wdi_popurb,wdi_refori,wdi_trade,wdi_unempilo
81deda9d-1e42-11e4-b4cd-db5882bf8def,2007-05-04,0,BHS,Christie,2005-06-22,2007-05-04,2005,2007,1.864476386036961,0,0,0,0,Bahamas (the),2,25.911441,35,0.22,0.391,0.603,2,2,1,1,3,3,2,2,2,2,6,2,2,1,1.84338547209479,1,1,2.13,1,1,1,10,20,9,2.6292323,0,0,0,0.5641,0.8,22.9,0.159,0.8494999999999999,0.642,0.7585,100,49.76007637359417,0.3865161415518239,0.6993006993006993,10010,15.392,3.407089295599805,6.024,0,2.30291799691902,17.9572905271148,79.7397914759662,-29.80889606388346,4.33057999610901,0.7291365225325854,6.718093411964582,4.324877617405357,1.852,50.935064935064936,0,1.0933912457126067,33162.16157660349,9.25945110064285,95.1187591552734,27,47.74357418671493,72.678,357666,27.3597052002354,5.86691792493846,35.73086913086913,82.302,14,88.01281556250788,7.88
3500baa8-3bbd-11e5-afeb-eb6f07f9fec7,2012-05-08,0,BHS,Ingraham,2007-05-04,2012-05-08,2007,2012,5.0130047912388775,0,1,1,3,Bahamas (the),2,24.289626,40,0.24,0.391,0.603,2,2,1,1,3,3,2,2,2,1,6,2,2,1,2.37804219603477,1,1,2.418103,1,1,1,10,20,9,2.6292323,0,0,0,0.5332,0.803,25.37618,0.159,0.8494999999999999,0.642,0.7585,100,46.25520137503876,0.3865161415518239,0.7992007992007992,10010,14.114,2.616859611423307,6.491,0,3.64324917672887,12.6706915477497,83.6860592755214,-29.80889606388346,2.38704514503479,0.7291365225325854,4.908082645399002,1.477580150179563,1.744,50.935064935064936,90.17412252962863,1.0727111608600344,30575.16132096805,13.033907000606316,86.7748336791992,71.7482,47.599654565446166,72.753,382061,25.1573701581685,6.46899317124752,38.16793206793207,82.532,195,84.2507345739471,14.02
81e4f53e-1e42-11e4-b4cd-db5882bf8def,2008-02-08,0,BLZ,Musa,1998-08-28,2008-02-08,1998,2008,9.44832306639288,0,0,0,0,Belize,2,49.161959,28,0.6,0.471,0.5355,2,2,1,1,3,3,2,2,2,2,6,2,1,1,8.96740114898628,2,1,2.03,1,1,0,10,20,9,3.2010343,76489003.3131694,0,137041654.958641,0.56,0.709,18.9,0.159,0.8494999999999999,0.642,0.7585,86.1,68.29175636317589,0.3865161415518239,3.0688294607628235,22810,24.033,0.4910508357024383,4.935,94.7475859538063,18.9218136379864,16.7815523759829,64.2966339860306,-29.80889606388346,4.3199200630188,1.08251738711146,9.796543504613856,0.1592306157055154,2.799,61.59456378781236,90.17412252962863,8.365059703646487,6147.6909273834945,20.26772657084273,114.764373779297,26.3,35.8661847524586,71.151,305671,36.6653417148802,3.91416929612345,13.400745287154756,45.262,18,105.85962869410648,8.18
81fcfe14-1e42-11e4-b4cd-db5882bf8def,1998-10-04,1,BRA,Cardoso,1995-01-01,2003-01-01,1995,2003,8,3,3,9,27,Brazil,4,52.737245,14,0.17,0.243,0.265,2,1,1,1,96,1,2,2,2,1,2,1,2,0,2.91670666417323,4,3,8.14,2,14,0,2,13,8,1.9694039,1236000000,1279359256.22282,6741382610.91993,0.5859,0.66,27.4,0.501,0.796,0.715,0.851,94.193812,56.90753462514936,13.158315719448147,5.299504435197305,8358140,21.06,1.8604511497218508,6.429,92.9233437348484,15.051310755712,23.5508696448721,61.3978195994159,26.893560765723716,4.75665998458862,1.6622919197582402,3.340888093285034,0.3304361986247582,2.409,66.83909099392928,57.34050813575468,4.7500447835131006,6613.983180829272,22.11879037913787,108.6207885742185,1.477874959,38.79551963977725,69.189,171039804,30.9750765119419,5.29312114182825,20.4638596625565,79.781,134,16.438584931205906,10.15
81fcfe15-1e42-11e4-b4cd-db5882bf8def,2006-10-29,1,BRA,Lula da Silva,2003-01-01,2011-01-01,2003,2011,8,5,2,3,27,Brazil,4,50.965588,22,0.18,0.243,0.265,2,1,1,1,96,1,2,2,2,1,2,1,2,0,2.57908185216099,2,2,10.62,2,14,0,2,21,8,2.2988086,3287162000,5024120686.61748,48106061313.2634,0.6023000000000001,0.701,28.1,0.488,0.812,0.773,0.869,97.6,49.11031364959268,13.7210227010359,5.852258995422426,8358140,16.852,1.9605929608918584,6.123,86.7476516501048,14.4959502569643,22.7286545299633,62.7753952130725,7.401827270685117,4.87060022354126,1.48108489489303,1.753125703189449,2.600007092703126,1.927,63.09823238184572,53.42289187732524,4.370043777802573,7534.54250017952,23.5440216663883,108.6207885742185,28.1784,42.718896849095074,72.037,188820682,26.6507789120262,6.28477869813011,22.591232259809,83.143,703,26.04169988530512,9.692
81e39f6f-1e42-11e4-b4cd-db5882bf8def,1999-01-20,1,BRB,Arthur,1994-09-07,2008-01-16,1994,2008,13.357973990417522,0,0,0,0,Barbados,2,26.916145,34,0.78,0.413,0.5355,2,2,1,1,2,3,2,2,2,2,6,2,2,1,4.46674076068343,1,1,1.84,1,1,0,10,20,9,2.6823518,98700000,3720035.25564209,18581226.8962535,0.5503,0.753,16.8,0.093,0.851,0.656,0.767,100,49.779728189688896,0.3865161415518239,34.88372093023256,430,14.077,2.410190407692017,9.509,0,4.31320397994008,21.405796869242,74.2809991508179,-29.80889606388346,4.34123992919922,0.7291365225325854,1.6105138394451066,0.044040592892033,1.762,14.651162790697676,90.17412252962863,2.334512379989894,16012.119711999432,15.29391948795688,102.901260375977,2.376247035,47.862390971197776,74.039,264170,22.0693531993663,11.1657477490778,614.3488372093024,34.152,35,88.19100555836282,10.61
81e39f6f-1e42-11e4-b4cd-db5882bf8def,2003-05-21,1,BRB,Arthur,1994-09-07,2008-01-16,1994,2008,13.357973990417522,0,0,1,1,Barbados,2,24.937326,38,0.78,0.413,0.5355,2,2,1,1,2,3,2,2,2,2,7,2,2,1,4.79995036082968,1,1,1.98,1,1,0,10,20,9,2.737424,130500000,8478633.39742856,13540510.3485651,0.5445,0.769,18.3,0.093,0.851,0.652,0.764,100,48.38770517720543,0.3865161415518239,32.55813953488372,430,13.68,2.252344868578948,9.329,0,4.55564716851733,17.6061276228491,77.8382252086335,-29.80889606388346,6.24569988250732,0.7291365225325854,5.7548306152048605,0.7799501479981306,1.797,14.651162790697676,90.17412252962863,1.9785013241938,16605.934662987296,15.704938463935193,103.013526916504,39.6896,48.76999993141901,74.472,267499,21.285873965884,11.3228460667143,622.0906976744186,33.234,8,90.0919146284468,11
81e39f6f-1e42-11e4-b4cd-db5882bf8def,2008-01-15,0,BRB,Arthur,1994-09-07,2008-01-16,1994,2008,13.357973990417522,0,0,1,1,Barbados,2,22.783144,43,0.77,0.413,0.5355,2,2,1,1,2,3,2,2,2,2,6,1,1,1,4.84485828876378,1,1,2,1,1,0,10,20,9,2.7901819,101160650.815,10135566.7432515,42939453.1098156,0.5378000000000001,0.792,24.6,0.093,0.848,0.665,0.78,100,46.34977722905148,0.3865161415518239,30.23255813953488,430,12.681,2.728923285711665,9.026,0,2.82082019861179,17.659725613817,79.5194541875712,-29.80889606388346,4.92074012756348,0.7291365225325854,12.840713702316611,1.532900959592105,1.735,14.651162790697676,90.17412252962863,1.295864963887019,18716.00723245207,15.124515218988336,101.043647766113,61.4,49.00734294261626,75.447,272635,20.2193037957273,11.4513700526894,634.0348837209302,32.256,33,94.43554147260537,8.12
823acba4-1e42-11e4-b4cd-db5882bf8def,2004-10-30,1,BWA,Mogae,1998-03-31,2008-04-01,1998,2008,10.004106776180699,0,0,0,0,Botswana,2,34.760108,39,0.58,0.516,0.579,2,2,1,1,3,3,2,2,2,2,7,2,1,1,3.00608259619754,2,2,2.7444895589737,1,1,0,4,38,8,2.5860503,78656415.9593629,0,0,0.6891,0.591,12.1,0.15,0.721,0.615,0.713,35.3,66.9006820260942,0.0079067818071032,0.3987789599985884,566730,28.141,2.180104728939236,13.073,0,23.9314359420754,19.9634290230405,56.1051350348841,46.34491041007999,3.8420401811599696,3.5058740413487404,4.363836573701255,-0.4326331395157972,3.073,30.25691246272476,65.69059380484293,2.2595853495910205,5219.414504467586,38.821955020889206,104.962112426758,3.30489,45.71207254203464,51.617,1859085,36.8402197855397,3.24390762122227,3.280371605526441,55.488,5,90.9978228872631,21.754
81dea9cb-1e42-11e4-b4cd-db5882bf8def,2006-02-06,0,CAN,Paul Martin,2003-12-12,2006-02-06,2003,2006,2.1546885694729636,3,6,3,27,Canada,4,15.28862,140,1,0.472,0.604,2,2,1,1,98,3,2,2,2,2,6,2,1,1,8.9050782483468,1,1,3.75,1,1,1,5,118,10,3.5939064,1085691997.21255,62533990468.2362,70519885823.8194,0.3838,0.907,29.1,0.033,0.913,0.765,0.836,100,43.96369560409233,18.812429106295603,4.381529826815636,8965590,11,17.475755340002436,7,59.5442882203545,2.11200086047843,22.1061931059389,75.7818119695542,-53.80949229648226,5.50121021270752,1.12252472932052,4.874101289551048,3.816692472463554,1.63,38.76087507905224,74.56307191429713,1.7010184594948197,41663.51230543771,28.8475544811015,99.7602920532227,72.4,46.89968255953755,80.54365853658538,32571193,17.379028692082102,13.1590157429329,3.632911275220036,80.213,94,68.0521644769988,6.484
81f4fb26-1e42-11e4-b4cd-db5882bf8def,2006-05-28,1,COL,Alvaro Uribe Velez,2002-08-08,2010-08-07,2002,2010,7.997262149212868,0,0,2,2,Colombia,4,53.759798,49,0.01,0.693,0.757,2,1,1,1,1,1,0,1,1,0,0,0,1,0,2.03170203967666,3,3,8.58,2,25,0,2,49,7,2.294145,3899159914.34258,4161708101.22407,14828864637.4821,0.6233000000000001,0.703,9.9,0.424,0.703,0.448,0.568,95.7,53.333416262295366,9.771520642577144,1.7166291122127082,1109500,18.688,1.3908990526948015,5.016,80.6007625778852,19.5045218702092,20.2113696104528,60.2841200756522,-193.685628623242,2.39101004600525,3.2958249913522897,4.172385100595273,0.7835672894736132,2.198,55.50146372239747,75.27958214105776,7.1867695307177,4685.054585345139,30.91346002662454,124.619491577148,15.3417,39.95977074472209,73.468,42772910,29.574369964241,5.20827324126735,38.55151870211808,76.423,72793,39.64135596062945,11.091
82293f1a-1e42-11e4-b4cd-db5882bf8def,2001-02-01,0,CPV,do Rosario,2000-07-29,2001-02-01,2000,2001,0.5119780971937029,0,0,0,0,Cabo Verde,2,50.273019500000004,11,1,0.452,0.5575,2,1,1,1,98,2,2,2,2,2,7,2,1,1,1.40485810325377,2,1,2.41,2,25,1,4,10,10,1.9292974,80954171.1337339,0,0,0.6083000000000001,0.598,14.4,0.203,0.724,0.675,0.762,60.3,85.54272039118715,0.6898849204712305,11.41439205955335,4030,28.101,0.7054283862494044,5.446,3.88919131434101,28.5888984158666,18.3587984763083,53.0523031078251,43.314645238693906,3.8420401811599696,0.753615197231365,1.600131126286322,0.0746850929105627,3.399,9.930521091811414,56.65302916965624,11.415766019347398,2026.2791551289151,19.16407137620813,115.657981872559,2.68533,39.13244875694059,69.929,465958,41.2357980762215,4.86814262229643,115.62233250620348,54.291,5,92.16372249741522,13.313
821ec15d-1e42-11e4-b4cd-db5882bf8def,2008-02-28,0,CYP,Tassos Nikolaou Papadopoulos,2003-02-28,2008-02-28,2003,2008,4.999315537303217,0,0,0,0,Cyprus,2,33.13429,33,0.56,0.857,0.8955,2,2,1,1,2,1,2,2,2,2,7,2,2,1,5.55140684018618,1,1,4.29,2,13,1,3,33,10,2.687711,948622574.642726,0,0,0.3386,0.853,38.6,0.137,0.84,0.735,0.842,100,40.53809963064026,2.226072555266102,8.917748917748918,9240,12.167,7.775245104770275,6.599,0.295333727111636,4.23117546694592,23.0456880286712,72.7231365043828,96.86139637146252,6.72276020050049,1.6297049444974498,44.16386872113924,51.605273676737774,1.48,18.67900432900433,96.10584460074088,2.093313391103515,27449.03125,17.896585384124297,101.213508605957,42.31,43.37676193388752,78.981,1092390,18.0286344620511,10.8162835617316,118.22402597402598,67.839,10,112.9257170175705,3.756
8251af80-1e42-11e4-b4cd-db5882bf8def,2006-09-04,0,CZE,Paroubek,2005-04-25,2006-09-04,2005,2006,1.3607118412046544,1,2,1,9,Czechia,14,42.771473,14,1,0.832,0.795,2,2,1,1,1,1,1,2,2,1,7,2,1,1,6.35628555240805,1,1,3.91,2,25,1,1,13,9,3.6198323,1603247263.59946,55035539.988921,213984011.902851,0.3046,0.856,33.9,0.261,0.898,0.829,0.901,100,40.24909752929725,15.314302725479164,34.14161812297735,77250,10.3,12.67143312688222,10.2,4.2078083534559,3.54449838954833,40.5001490281018,55.9553525823499,26.950883299277145,4.1955099105835,1.5678353362801,4.564069805908539,1.976997237141528,1.34,34.295715210355986,82.97817307815457,2.1649554318029973,15948.745289720424,34.3332159877379,104.372779846191,47.93,43.92790737277511,76.52439024390245,10238905,14.4461448361761,14.2521481462792,132.54245954692556,73.533,2136,127.02838186843452,7.141
82281a1a-1e42-11e4-b4cd-db5882bf8def,2005-02-08,1,DNK,Fogh Rasmussen,2001-11-27,2009-04-05,2001,2009,7.353867214236824,2,1,5,15,Denmark,3,-3.000245,61,1,0.503,0.606,2,2,1,1,98,3,2,2,2,2,8,2,2,2,9.30992009061139,1,1,5.19,2,27,1,5,60,10,3.369442,666091577.137752,4707014113.38128,9098481492.60571,0.3048,0.911,43.5,0.002,0.957,0.893,0.919,100,50.95437133994706,5.080613649532744,58.3,40000,11.9,9.357050701992383,10.1,27.0705733046405,3.18252188999823,23.8922125770096,72.9252655329921,-65.69405592851673,8.08557033538818,1.3114884999135898,4.857700582033001,6.416067743210601,1.8,14.476125,82.18730305258181,1.1456435911336995,51835.83270624447,22.23953193681624,98.2105865478516,82.74,46.82298280699887,77.84390243902439,5419432,18.6826640300755,15.0721559880894,135.4858,85.856,10,89.39974085617764,4.83
82530554-1e42-11e4-b4cd-db5882bf8def,2011-10-03,0,DNK,Lars Løkke Rasmussen,2009-04-05,2011-10-03,2009,2011,2.4941820670773445,0,0,0,0,Denmark,3,-3.150779,67,1,0.503,0.606,2,2,1,1,98,3,2,2,2,2,8,2,1,2,7.98044106252933,1,1,5.72,2,25,1,5,66,10,3.456555,1149885932.9698,1061588261.2412,9452235007.42045,0.3151,0.927,45.311,0.002,0.958,0.894,0.919,100,53.58596043127582,6.633674500854313,62.475,40000,10.6,7.810221284277448,9.4,40.2537682023333,2.39449719235703,20.0348690235585,77.5706713018632,-14.541945799140214,8.48486042022705,1.31353128527572,3.941503187586579,3.81478736864609,1.75,14.8532,74.82227821003619,1.312133989907082,51644.46350977751,20.254698605611683,101.197456359863,89.81,47.17189735134892,79.80000000000001,5570572,17.7981734629169,17.0917102820365,139.2643,86.957,6,101.245795489044,7.769
81e2dc15-1e42-11e4-b4cd-db5882bf8def,2008-05-16,1,DOM,Fernandez Reyna,1996-08-16,2000-08-16,1996,2000,4,1,0,0,4,Dominican Republic (the),2,59.492135,43,0.01,0.611,0.835,2,2,1,1,98,1,0,1,1,0,4,2,1,0,1.81105292188607,2,2,2.65,2,25,0,2,12,8,2.34943,3605500000,0,0,0.5469,0.697,19.9,0.79,0.789,0.351,0.633,97.6,58.58203605258964,1.8093852103818011,16.55971848478576,48310,21.947,2.168813690886478,5.831,11.6078535420536,12.6806857164572,21.4511189095107,65.8681953740321,86.5832296088198,2.39101004600525,0.699861657175699,5.669685165047132,-0.2942484310843988,2.533,42.49617056510039,87.1128957327589,6.335822167755158,5373.096253391455,29.59218881234075,109.525123596191,20.82,35.82866154539711,71.658,9522948,31.482862842623,5.45828904338704,197.12167253156696,71.3,313,61.392053091284325,4.764
81e2dc15-1e42-11e4-b4cd-db5882bf8def,2008-05-16,1,DOM,Fernandez Reyna,2004-08-16,2012-08-16,2004,2012,8,1,0,0,4,Dominican Republic (the),2,59.492135,43,0.01,0.611,0.835,2,2,1,1,98,1,0,1,1,0,4,2,1,0,1.81105292188607,2,2,2.65,2,25,0,2,12,8,2.34943,3605500000,0,0,0.5469,0.697,19.9,0.79,0.789,0.351,0.633,97.6,58.58203605258964,1.8093852103818011,16.55971848478576,48310,21.947,2.168813690886478,5.831,11.6078535420536,12.6806857164572,21.4511189095107,65.8681953740321,86.5832296088198,2.39101004600525,0.699861657175699,5.669685165047132,-0.2942484310843988,2.533,42.49617056510039,87.1128957327589,6.335822167755158,5373.096253391455,29.59218881234075,109.525123596191,20.82,35.82866154539711,71.658,9522948,31.482862842623,5.45828904338704,197.12167253156696,71.3,313,61.392053091284325,4.764
81e30ce8-1e42-11e4-b4cd-db5882bf8def,2004-08-16,0,DOM,Hipolito Mejia,2000-08-17,2004-08-16,2000,2004,3.997262149212868,0,0,0,0,Dominican Republic (the),2,59.881716,39,0.01,0.611,0.835,2,2,1,1,98,1,1,1,1,1,4,2,1,0,2.02407954520309,2,2,3.11,2,25,0,2,8,8,2.2249436,2501200000,0,0,0.5469,0.663,17.9,0.79,0.779,0.354,0.647,90.3,62.87350022216263,2.36061155708051,16.9737114469054,48310,22.972,1.9267229134347004,6.089,16.5155013192612,14.2360097149195,23.1615998264703,62.6023904586101,84.29269728361584,2.39101004600525,0.687618052138186,4.18629057899448,0.1139663046075032,2.664,41.66280273235355,86.6264888057654,7.020472992553918,4272.075232341411,31.8129445090859,107.716453552246,8.86555,33.80480141104599,70.331,9043127,33.3904245732698,5.2122401908101,187.1895466777065,66.003,93,81.35142293819109,6.303
82122a72-1e42-11e4-b4cd-db5882bf8def,2000-03-12,1,ESP,Aznar,1996-05-05,2004-04-17,1996,2004,7.950718685831622,5,6,6,38,Spain,17,27.384527,24,0.58,0.857,0.8955,2,2,1,1,98,1,2,2,2,2,4,1,2,1,5.9741649600146,2,1,2.99,2,25,1,5,22,10,2.6354225,648649651.96857,32809550.8629075,57430240.6400419,0.3546,0.828,31.7,0.039,0.938,0.816,0.891,100,45.780754540112966,15.380378167888797,26.853707414829657,499000,9.8,7.70695494344982,8.9,15.6137261736096,6.68826614631384,30.8266248885092,62.4851152967358,74.10016864550875,4.16604995727539,1.72551798839458,6.770092730421776,9.875132318152726,1.22,34.25637274549098,80.63494268797741,3.745305633548455,23937.968551867485,27.969239840642366,104.224510192871,13.625,39.56135815864429,78.96585365853659,40567864,14.6869070832831,16.7169327929674,81.29832464929859,76.262,75,60.08233374649418,13.785
82125b42-1e42-11e4-b4cd-db5882bf8def,2008-03-09,1,ESP,Rodriguez Zapatero,2004-04-17,2011-12-20,2004,2011,7.67419575633128,3,11,6,40,Spain,18,25.525521,32,0.56,0.857,0.8955,2,2,1,1,98,1,2,2,2,2,4,2,1,0,5.49379443090957,1,1,2.79,2,25,1,5,30,10,2.768695,1840374492.65947,5907756.16502762,104095774.022138,0.3505,0.858,34.6,0.039,0.945,0.816,0.885,100,45.40477483701408,14.255353880585428,25.03608660785886,498800,11.3,7.45778842917758,8.4,19.9830856202046,4.04578701838922,27.8299221146951,68.1242908669157,78.17691952659342,4.52805995941162,1.3676204845066602,4.54012423037454,4.643773593424511,1.45,36.59795108259824,81.80831581898948,2.368456866397907,27025.294943287056,26.290420993906487,102.449981689453,59.6,43.01462319056748,81.17560975609757,45954106,14.7035045362781,16.5229628561542,92.12932237369688,77.976,26,55.98333004368473,11.255
82216cff-1e42-11e4-b4cd-db5882bf8def,2003-04-10,0,EST,Kallas,2002-01-28,2003-04-10,2002,2003,1.1964407939767283,1,1,1,7,Estonia,8,28.294038,13,1,0.844,0.82,2,2,1,1,3,1,2,2,2,2,7,2,2,1,8.82785635493884,2,1,5.42,2,12,1,1,3,9,3.3472013,51207275.0953853,0,0,0.4284,0.826,28.2,0.056,0.911,0.808,0.868,100,47.33728319474422,0.0341961761005999,12.856805850436425,42390,9.5,13.827258666977938,13.2,0.482330938084457,6.23546655607958,30.699502525986,63.0648630225534,24.96882951690601,5.27309989929199,1.7430492952597898,10.514920872001737,2.783758768741412,1.37,53.50386883698985,28.30689004536456,3.460192813113176,12362.248284302395,26.112634494248105,105.654472351074,45.32,48.471656693166686,71.3170731707317,1370720,16.117412006839,16.0110764117008,32.33592828497287,68.989,1021,122.776875234578,11.288
82216cfe-1e42-11e4-b4cd-db5882bf8def,1999-03-25,0,EST,Siimann,1997-03-17,1999-03-25,1997,1999,2.020533880903491,0,0,0,0,Estonia,7,30.933503,9,1,0.866,0.7795,2,2,1,1,3,1,2,2,2,2,7,2,2,1,6.05739665148407,2,1,6.87,2,12,1,1,8,7,3.2463295,2314638.97708072,0,0,0.4178,0.781,24,0.099,0.902,0.807,0.872,100,49.62396061810801,0.0408917488265178,20.26421325784383,42390,9,12.222602651045428,13.4,0.19351717464925,8.58809636754509,31.6286330436655,59.7832705887894,37.84704111326521,6.65249013900757,1.28711336447566,5.660895534509596,1.7999484596429185,1.3,52.73864118895965,32.207305595178816,3.6281471869606414,9091.333194287745,23.843217138422588,100.15892791748,14.50089724,48.126759611702965,70.06341463414634,1390244,18.3886552069703,14.7771444002256,32.79650861052135,69.543,634,144.11645359293288,11.573
82213c2d-1e42-11e4-b4cd-db5882bf8def,1995-04-17,0,EST,Tarand,1994-11-08,1995-04-17,1994,1995,0.4380561259411362,0,0,0,0,Estonia,6,49.7055225,5,1,0.866,0.7795,2,2,1,1,3,1,2,2,2,2,7,2,2,1,4.62351541828519,2,2,5.93,2,12,1,1,4,6,3.0315707,1283825.09832797,0,0,0.4207,0.733,24.2,0.167,0.884,0.803,0.873,100,52.00336883803656,0.0284744461329895,20.61807029959896,42390,9.4,13.201483467605527,14.5,0.0920280685609111,10.1831266225746,34.2279147304526,55.5889586469728,34.53181411647171,5.89866018295288,0.958098327008493,4.592689682118997,0.1735736587442642,1.38,52.42734135409295,28.00473057228363,4.130641262102334,7137.53077576403,27.381450763513765,90.944091796875,2.778968489,47.51207839174298,67.54390243902438,1436634,20.7006246665864,13.5113833869663,33.89087048832272,70.3,350,139.08747367766296,9.659
820d967d-1e42-11e4-b4cd-db5882bf8def,2002-05-05,1,FRA,Chirac,1995-05-17,2007-05-16,1995,2007,11.997262149212867,34,27,33,223,France,31,14.83552,57,1,0.857,0.912,2,2,1,2,98,3,2,2,2,2,7,2,2,1,6.05381001458374,1,1,5.22,1,2,1,5,37,10,2.9239173,10599319442.2809,474142527.298216,323556402.626225,0.3361,0.85,31.1,0.06,0.916,0.803,0.878,100,53.694788551492,45.36568894660182,33.55114533929181,547567,12.9,6.451965352661245,8.8,11.5972761591677,4.13128978526024,25.3971232331946,70.4715830229605,48.65845485499833,5.78097534179688,2.04625799037992,3.433472871458252,3.5301782973357643,1.88,28.33297112499475,52.81353407472164,2.0108588519292696,34146.30626832431,20.649452806316045,100.249298095703,30.18,45.920943770756224,79.26097560975612,61816234,18.5802717763657,16.3557138787457,112.8925483091567,76.38,92,53.07202475833355,8.702
82511d05-1e42-11e4-b4cd-db5882bf8def,2012-05-15,0,FRA,Sarkozy,2007-05-16,2012-05-15,2007,2012,4.999315537303217,9,19,26,100,France,30,15.711229,67,1,0.857,0.912,2,2,1,2,98,3,2,1,2,2,7,2,2,1,5.3964484080949,1,1,5.228457,1,2,1,5,47,10,3.094209,22666366758.9422,52309442.2608494,683065616.973771,0.3292,0.885,24.95294,0.06,0.939,0.822,0.893,100,56.31722887527806,46.45041143204749,33.3877568910634,547557,12.6,5.562527260720926,8.7,14.8273540719154,2.93520140574329,21.7779944966183,75.2868040976384,46.79923106658178,5.48835611343384,1.87108059984757,1.2275966210614946,1.9381944059288287,2.01,30.290545093935428,49.01202707006454,1.6317950367770264,36182.151127581645,17.868550615567568,102.523162841797,81.44,47.82058996352359,81.96829268292684,65662240,18.3159073066943,17.7116185064849,119.91854729279326,78.878,94,59.7020591687875,9.841
8207aca8-1e42-11e4-b4cd-db5882bf8def,2001-06-07,1,GBR,Blair,1997-05-02,2007-06-27,1997,2007,10.151950718685832,11,10,8,72,United Kingdom of Great Britain and Northern Ireland (the),8,13.845163,117,0.61,0.701,0.438,2,2,2,96,98,3,1,2,2,2,7,2,2,1,6.32380979344622,2,1,3.33,1,1,1,5,121,10,3.5284812,4955597475.92235,21790405266.1613,754242816.746858,0.3719,0.869,26.6,0.042,0.872,0.797,0.861,100,52.91583819552519,10.826296437622622,23.3579961145786,241930,11.3,9.49290433321578,10.2,2.49733241275421,1.39233330341523,24.6406484898304,73.9670182067544,-17.241907530709764,4.10014009475708,2.41112210130721,3.3998059098334013,4.6921241438955725,1.63,12.253544413673376,87.82897536435264,0.7596836323818748,39768.66634639711,21.714719470219475,100.935943603516,33.4811,45.53889854386753,77.99268292682927,59119673,18.8694806080063,15.7350698612144,244.36685404869175,78.751,104,52.82161350975234,4.696
8207aca8-1e42-11e4-b4cd-db5882bf8def,2005-05-05,1,GBR,Blair,1997-05-02,2007-06-27,1997,2007,10.151950718685832,21,19,21,143,United Kingdom of Great Britain and Northern Ireland (the),8,12.198743,121,0.61,0.701,0.438,2,2,2,96,98,3,1,2,2,2,5,1,2,1,5.89469179635691,1,1,3.59,1,1,1,5,125,10,3.6050627,6045166080.36334,42319334107.2731,824720994.185042,0.3878,0.895,29.5,0.042,0.902,0.801,0.863,100,51.31580747141453,10.06672703732781,23.68040342247757,241930,12,9.214605748103772,9.6,4.28348161223592,1.37603253648279,22.2144068656745,76.4095640060319,7.861983331544661,4.92976999282837,2.42271607573388,9.934546400495089,6.287814588345654,1.76,12.427148348695903,88.1574477501595,0.5449154923435156,43007.36292458918,20.266752648259263,105.804710388184,70,45.91954203535055,79.04878048780489,60401206,18.0757571969932,15.8372945472417,249.6639771834828,79.915,134,52.68071684054824,4.751
8250ec2e-1e42-11e4-b4cd-db5882bf8def,2010-05-11,0,GBR,Brown,2007-06-27,2010-05-11,2007,2010,2.8720054757015743,20,13,19,125,United Kingdom of Great Britain and Northern Ireland (the),8,11.00954,126,0.6,0.701,0.4495,2,2,2,96,98,3,2,2,2,2,7,2,2,1,5.15195382166637,1,1,3.71,1,1,1,5,130,10,3.7031314,4951404772.71065,10679761690.3373,614535515.578007,0.3486,0.913,30.9,0.042,0.902,0.803,0.867,100,51.44819841003236,8.832406679293467,24.676559335344937,241930,12.9,7.928053504452584,8.9,6.81281342640788,1.21592447666869,19.2102555434201,79.5738199799112,26.57049678681227,5.69867992401123,2.56799960467203,2.684973590100001,2.189009625753392,1.92,12.644153267474062,88.16810567578524,0.586676348245908,42310.749912752006,18.588072634224677,105.673240661621,85,46.19546039982955,80.40243902439025,62766365,17.6278811556178,16.3429416952955,259.4401893109577,81.302,152,59.27277497228876,7.787
