leadid,election_date,reelected,iso3,leader,entry_date,exit_date,entry_year,exit_year,spell_yrs,gold,silver,bronze,medal_score,gold_lag1,silver_lag1,bronze_lag1,medal_score_lag1,gold_lag2,silver_lag2,bronze_lag2,medal_score_lag2,cname,atop_number,bci_bci,bmr_demdur,cai_cai2,cbi_cbiw,cbie_index,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_speech,ciri_tort,ef_ef,fh_cl,fh_pr,gol_enep,gol_est,gol_pr,h_j,ht_region,p_durable,p_polity2,pwt_hci,rd_inw,ross_gas_value_2014,ross_oil_value_2014,top_top10_income_share,undp_hdi,van_index,vdem_corr,vdem_gender,vdem_libdem,vdem_polyarchy,wdi_acel,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_birth,wdi_co2,wdi_death,wdi_elerenew,wdi_empagr,wdi_empind,wdi_empser,wdi_eneimp,wdi_expedu,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2015,wdi_gdpind,wdi_gerp,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_pop,wdi_pop14,wdi_pop65,wdi_popden,wdi_popurb,wdi_refori,wdi_trade,wdi_unempilo
82281a19-1e42-11e4-b4cd-db5882bf8def,1994-09-21,1,DNK,Nyrup Rasmussen,1993-01-25,2001-11-27,1993,2001,8.837782340862423,0,0,0,0,0,0,0,0,0,0,0,0,Denmark,3,3.630704,50,1,0.503,0.606,2,2,1,1,98,3,2,2,2,2,8,2,2,2,8.91390756625791,1,1,4.76,2,27,1,5,49,10,3.1816247,438739166.3,554673595.358627,1689070137.57552,0.2675,0.854,41.8,0.002,0.959,0.88,0.908,100,48.30841386131507,1.3810835926943796,59.12500000000001,40000,13.4,12.236553480671049,11.7,4.29543102173592,5.04538139583838,26.5139098272428,68.4406696499664,22.87290656638118,7.47105979919434,1.77010988336089,3.205751696713782,2.6650340478917367,1.81,13.6876,94.63847162579766,2.6009489304665125,42257.09833052212,21.62335438701437,99.9268798828125,1.34430775,46.23228622668657,75.37512195121953,5206180,17.2020519776413,15.3708825972307,130.1545,84.952,11,67.78045574861883,8.036
82281a19-1e42-11e4-b4cd-db5882bf8def,1998-03-11,1,DNK,Nyrup Rasmussen,1993-01-25,2001-11-27,1993,2001,8.837782340862423,0,1,0,2,4,1,1,19,0,0,0,0,Denmark,3,1.204291,54,1,0.503,0.606,2,2,1,1,98,3,2,2,2,2,8,2,2,2,8.95803207545802,1,1,4.74,2,27,1,5,53,10,3.2608356,765494251.293436,722019925.870286,1543208067.55998,0.2813,0.878,44.4,0.002,0.958,0.879,0.907,100,49.314712181368186,2.2807258350730875,59.150000000000006,40000,12.5,11.364576010153426,11,9.54685865784545,3.70656936805774,26.451793943102,69.84159947242,-1.892043816856373,8.10674953460693,1.60802638812534,3.771167013499119,2.3812374839453367,1.72,14.089200000000002,92.6766256004631,2.1446025152989,46412.03897145603,22.32601844883772,99.7726211547852,22.66874615,46.58690829081327,76.13902439024392,5304219,18.0749093412483,14.9524475598378,132.605475,85.06,28,71.29911872144615,5.039
82281a19-1e42-11e4-b4cd-db5882bf8def,2001-11-20,0,DNK,Nyrup Rasmussen,1993-01-25,2001-11-27,1993,2001,8.837782340862423,2,3,1,15,0,1,0,2,4,1,1,19,Denmark,3,-0.762784,57,1,0.503,0.606,2,2,1,1,98,3,2,2,2,2,8,2,2,2,9.56222708147872,1,1,4.69,2,27,1,5,56,10,3.3147187,698623281.530296,2218117143.52764,4129332957.96072,0.2808,0.897,44.2,0.002,0.957,0.879,0.907,100,50.22265193664435,3.4767406773874403,57.3,40000,12.2,10.224224418118816,10.9,15.4947122902807,3.54828763352054,25.3913298829057,71.0604191902507,-41.31370049039239,8.21545028686523,1.53238072045298,5.635246990161271,7.981929987482421,1.74,14.327225000000002,88.27070130072721,2.339509415050788,49469.688808827494,22.890714802216053,99.7206420898438,42.9575,46.67811833650243,76.79268292682929,5358783,18.6105354504133,14.8216149293331,133.969575,85.15,5,83.9685758745007,4.164
81e1b71c-1e42-11e4-b4cd-db5882bf8def,1978-07-01,0,DOM,Balaguer,1966-07-01,1978-07-01,1966,1978,12,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic (the),2,60.540454999999994,13,0.01,0.371,0.5725,2,2,1,1,98,2,2,2,2,1,4,1,1,0,1.53988308851387,2,2,2.23,2,25,0,2,0,5,1.6553345,131600006.1,0,0,0.5525,0.673,15.199999999999998,0.875,0.531,0.163,0.36,94.01413851342775,89.63984109499792,1.9153044149826235,21.010142827571933,48310,35.414,1.158414344394073,9.117,50.786170911756145,15.051310755712,22.7286545299633,61.3978195994159,59.409010767301176,2.39101004600525,2.17556606961811,1.343359242987496,0,4.644,43.46895472470901,59.40904070141618,18.720429199053733,2548.74500221006,28.12325258744508,102.600250244141,4.646745,35.82866154539711,60.822,5495443,44.0608336761932,3.20763039485625,113.75373628648312,49.061,50,48.11278028894897,6.48
81e1b71c-1e42-11e4-b4cd-db5882bf8def,1996-08-16,0,DOM,Balaguer,1986-08-16,1996-08-16,1986,1996,10.001368925393566,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic (the),2,61.199194,31,0.01,0.371,0.5725,2,2,1,1,98,1,2,2,2,0,4,1,2,1,1.74334398201003,3,3,2.71,2,25,1,2,0,8,2.067143,962700000,0,0,0.5469,0.621,17.8,0.825,0.7,0.287,0.537,85.5548782348633,69.0532294184941,0.9923024072299976,19.354170979093357,48310,27.026,1.610658294220621,5.784,13.6507936507937,19.9025305594115,26.0004656393316,54.0970038012569,85.56770280734254,1.22724997997284,0.633651609977827,0.7356801712670239,0.2066702120474426,3.04,37.703125646864,85.56770280734254,9.19340246436474,3454.408698345023,33.54386723503977,102.050827026367,0.074987053,32.48732267664558,69.097,8012314,36.7975803742577,4.04944838965675,165.85208031463466,58.441,29,72.64249086983324,6.48
81e2dc14-1e42-11e4-b4cd-db5882bf8def,1986-08-16,0,DOM,Blanco,1982-08-16,1986-08-16,1982,1986,4,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic (the),2,62.863628,21,0.01,0.371,0.5725,2,2,1,1,98,2,2,2,2,2,6,2,2,1,1.3802743963568,3,1,3.19,2,25,0,2,8,5,1.8231457,225399993.9,0,0,0.5469,0.673,18.3,0.821,0.64,0.285,0.52,94.01413851342775,76.78881230997628,3.3908334049263176,22.252121713930865,48310,31.624,1.169212695433931,6.941,50.786170911756145,15.051310755712,22.7286545299633,61.3978195994159,68.75879384691012,2.39101004600525,1.34415405467726,0.8167094096407902,0,3.603,43.46895472470901,68.75879384691011,17.36714527549534,2745.5686980108376,22.78097941700833,120.389549255371,4.646745,35.82866154539711,64.727,6554325,40.2952172801928,3.14012503194456,135.67222107224177,54.14,516.5,49.42608277514384,6.48
81e2dc15-1e42-11e4-b4cd-db5882bf8def,2008-05-16,1,DOM,Fernandez Reyna,1996-08-16,2000-08-16,1996,2000,4,1,1,0,6,0,0,0,0,1,0,0,4,Dominican Republic (the),2,59.492135,43,0.01,0.611,0.835,2,2,1,1,98,1,0,1,1,0,4,2,1,0,1.81105292188607,2,2,2.65,2,25,0,2,12,8,2.34943,3605500000,0,0,0.5469,0.697,19.9,0.79,0.789,0.351,0.633,97.6,58.58203605258964,1.8093852103818011,16.55971848478576,48310,21.947,2.168813690886478,5.831,11.6078535420536,12.6806857164572,21.4511189095107,65.8681953740321,86.5832296088198,2.39101004600525,0.699861657175699,5.669685165047132,-0.2942484310843988,2.533,42.49617056510039,87.1128957327589,6.335822167755158,5373.096253391455,29.59218881234075,109.525123596191,20.82,35.82866154539711,71.658,9522948,31.482862842623,5.45828904338704,197.12167253156696,71.3,313,61.392053091284325,4.764
81e2dc15-1e42-11e4-b4cd-db5882bf8def,2008-05-16,1,DOM,Fernandez Reyna,2004-08-16,2012-08-16,2004,2012,8,1,1,0,6,0,0,0,0,1,0,0,4,Dominican Republic (the),2,59.492135,43,0.01,0.611,0.835,2,2,1,1,98,1,0,1,1,0,4,2,1,0,1.81105292188607,2,2,2.65,2,25,0,2,12,8,2.34943,3605500000,0,0,0.5469,0.697,19.9,0.79,0.789,0.351,0.633,97.6,58.58203605258964,1.8093852103818011,16.55971848478576,48310,21.947,2.168813690886478,5.831,11.6078535420536,12.6806857164572,21.4511189095107,65.8681953740321,86.5832296088198,2.39101004600525,0.699861657175699,5.669685165047132,-0.2942484310843988,2.533,42.49617056510039,87.1128957327589,6.335822167755158,5373.096253391455,29.59218881234075,109.525123596191,20.82,35.82866154539711,71.658,9522948,31.482862842623,5.45828904338704,197.12167253156696,71.3,313,61.392053091284325,4.764
81e30ce8-1e42-11e4-b4cd-db5882bf8def,2004-08-16,0,DOM,Hipolito Mejia,2000-08-17,2004-08-16,2000,2004,3.997262149212868,1,0,0,4,0,0,0,0,0,0,0,0,Dominican Republic (the),2,59.881716,39,0.01,0.611,0.835,2,2,1,1,98,1,1,1,1,1,4,2,1,0,2.02407954520309,2,2,3.11,2,25,0,2,8,8,2.2249436,2501200000,0,0,0.5469,0.663,17.9,0.79,0.779,0.354,0.647,90.3,62.87350022216263,2.36061155708051,16.9737114469054,48310,22.972,1.9267229134347004,6.089,16.5155013192612,14.2360097149195,23.1615998264703,62.6023904586101,84.29269728361584,2.39101004600525,0.687618052138186,4.18629057899448,0.1139663046075032,2.664,41.66280273235355,86.6264888057654,7.020472992553918,4272.075232341411,31.8129445090859,107.716453552246,8.86555,33.80480141104599,70.331,9043127,33.3904245732698,5.2122401908101,187.1895466777065,66.003,93,81.35142293819109,6.303
81e2ab41-1e42-11e4-b4cd-db5882bf8def,1982-08-16,0,DOM,Majluta Azar,1982-07-04,1982-08-16,1982,1982,0.11772758384668036,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic (the),2,60.540454999999994,17,0.01,0.371,0.5725,2,2,1,1,98,2,2,2,1,1,6,2,2,1,1.31174696891491,3,2,2.76,2,25,0,2,4,5,1.7417855,190000000,0,0,0.5469,0.673,17,0.821,0.634,0.31,0.505,94.01413851342775,82.35945766744614,1.9860829785181813,22.252121713930865,48310,33.183,1.063844113171467,8.084,50.786170911756145,15.051310755712,22.7286545299633,61.3978195994159,52.28415526435452,1.53891003131866,1.58204007834865,-0.0169339816629169,0,4.014,43.46895472470901,52.28412770589613,17.067035585552894,2787.120073173523,26.52346769117256,118.755500793457,4.646745,35.82866154539711,62.648,6014979,41.9889447651392,3.17430062301968,124.5079486648727,53.05,516.5,41.07497713307691,6.48
82122a72-1e42-11e4-b4cd-db5882bf8def,2000-03-12,1,ESP,Aznar,1996-05-05,2004-04-17,1996,2004,7.950718685831622,3,3,5,23,0,0,0,0,5,6,6,38,Spain,17,27.384527,24,0.58,0.857,0.8955,2,2,1,1,98,1,2,2,2,2,4,1,2,1,5.9741649600146,2,1,2.99,2,25,1,5,22,10,2.6354225,648649651.96857,32809550.8629075,57430240.6400419,0.3546,0.828,31.7,0.039,0.938,0.816,0.891,100,45.780754540112966,15.380378167888797,26.853707414829657,499000,9.8,7.70695494344982,8.9,15.6137261736096,6.68826614631384,30.8266248885092,62.4851152967358,74.10016864550875,4.16604995727539,1.72551798839458,6.770092730421776,9.875132318152726,1.22,34.25637274549098,80.63494268797741,3.745305633548455,23937.968551867485,27.969239840642366,104.224510192871,13.625,39.56135815864429,78.96585365853659,40567864,14.6869070832831,16.7169327929674,81.29832464929859,76.262,75,60.08233374649418,13.785
82122a70-1e42-11e4-b4cd-db5882bf8def,1982-12-02,0,ESP,Calvo-Sotelo,1981-02-25,1982-12-02,1981,1982,1.7659137577002053,0,0,0,0,0,0,0,0,0,0,0,0,Spain,4,14.71343,6,1,0.304,0.377,2,2,1,1,96,1,2,2,2,2,4,2,2,0,3.87509401598529,1,1,3.18,2,25,1,5,4,10,2.2492194,1581557617,1094896.73019763,907684886.911934,0.3627,0.884,28.1,0.041,0.803,0.798,0.882,100,57.27694429865667,6.804550737206196,31.16365674928923,499460,13.6,5.637067139345926,7.5,19.257558098599752,3.43405582302153,23.2501811631813,72.6483618220342,70.61883364778157,5.50121021270752,2.66030674579303,0.9095482576987834,0.2607670768861733,1.94,29.638114690346885,93.07060361320076,2.15159942379354,14697.113641138169,25.220032578308192,109.810966491699,41.49448266,45.38365101942094,76.13414634146342,37986012,24.9498810612322,11.4680083004256,76.05416249549513,73.515,50,36.52842848505969,5.965
82122a71-1e42-11e4-b4cd-db5882bf8def,1986-06-22,1,ESP,Gonzalez Marquez,1982-12-02,1996-05-05,1982,1996,13.423682409308693,0,0,0,0,0,0,0,0,0,0,0,0,Spain,4,33.118879,10,1,0.304,0.377,2,2,1,1,96,1,2,2,2,2,5,2,2,1,4.10151598385874,2,1,3.59,2,25,1,5,8,10,2.3381083,1433077271,88131660.6355201,425177652.744,0.3755,0.884,31.7,0.039,0.844,0.807,0.887,100,53.77805495428023,16.63567120880462,31.16490469325645,499440,11.4,5.27303570458533,8,19.257558098599752,3.43405582302153,23.2501811631813,72.6483618220342,60.87364276508812,5.50121021270752,2.6250366796807,1.3729840104072784,0.1502383805612998,1.56,29.638114690346885,82.8923545525935,2.15159942379354,15834.882867098748,25.220032578308192,109.299301147461,41.49448266,45.38365101942094,76.51048780487805,38584624,22.6937697533279,12.2774445701868,77.2557744674035,74.444,25.5,35.34734208537725,5.965
82122a71-1e42-11e4-b4cd-db5882bf8def,1989-10-29,1,ESP,Gonzalez Marquez,1982-12-02,1996-05-05,1982,1996,13.423682409308693,0,0,0,0,0,0,0,0,0,0,0,0,Spain,5,31.982393,13,1,0.304,0.377,2,2,1,1,96,1,2,2,2,2,5,2,2,1,4.7864422624079,1,1,4.08,2,25,1,5,11,10,2.4070728,1861106934,214867462.326683,264751246.767466,0.3863,0.884,31.5,0.039,0.876,0.813,0.891,100,51.396635432245134,18.492953416926905,31.05878584014096,499440,10.5,5.848737516793396,8.4,19.257558098599752,3.43405582302153,23.2501811631813,72.6483618220342,60.78804650777292,3.55177998542786,2.3596751422500497,2.0321244468199207,0.3552416122378873,1.4,29.638114690346885,77.60440170780001,2.15159942379354,18297.244397175687,25.220032578308192,109.526321411133,41.49448266,45.38365101942094,76.81365853658538,38827764,20.6420749561141,13.3062583625464,77.74259971167707,75.126,25.5,37.3841834429039,5.965
82122a71-1e42-11e4-b4cd-db5882bf8def,1993-06-06,1,ESP,Gonzalez Marquez,1982-12-02,1996-05-05,1982,1996,13.423682409308693,0,0,0,0,0,0,0,0,0,0,0,0,Spain,13,30.334376,17,0.6,0.304,0.377,2,2,1,1,98,1,2,2,2,2,5,2,2,1,4.57967094595659,2,1,3.5,2,25,1,5,15,10,2.500804,2321499512,75638550.3450571,183428411.417495,0.3576,0.784,37,0.039,0.904,0.819,0.891,100,47.88295950000331,17.977760719529464,29.997597308986062,499440,9.8,5.915430252210918,8.6,16.1632537522758,9.7828357258955,31.0371201301254,59.1800441439791,63.93179844667445,4.2448902130127,2.0118717370405,2.0584015770247257,0.8217231392829143,1.26,29.756208954028512,77.69169530341983,2.15159942379354,19187.182310353663,25.220032578308192,109.244438171387,0.127689668,36.238263710448834,77.54658536585367,39361262,17.7958914850633,14.5830655742701,78.8107920871376,75.692,25.5,36.94989398136975,22.156
82122a71-1e42-11e4-b4cd-db5882bf8def,1996-03-03,0,ESP,Gonzalez Marquez,1982-12-02,1996-05-05,1982,1996,13.423682409308693,5,6,6,38,0,0,0,0,0,0,0,0,Spain,16,28.92853,20,0.59,0.832,0.7575,2,2,1,1,98,1,2,2,2,2,4,2,2,0,4.94444607247366,2,1,3.27,2,25,1,5,18,10,2.568827,2925151760.08551,38586930.7417957,137152997.048151,0.3648,0.805,39.2,0.039,0.92,0.821,0.891,100,46.207252866950135,17.817894994574033,28.932404292807945,499440,9.1,6.190058062887775,8.8,23.7908459031523,8.35953775184794,29.4687273029534,62.1717273263432,67.07232260699686,4.45745992660522,1.81443901615473,1.525295224057332,1.1268346051008329,1.14,31.671916546532117,77.85351034423455,4.388975537762442,20448.60148715736,28.07914097010852,107.210586547852,1.331847404,38.105084634467175,78.12048780487805,39889852,16.0532331945023,15.5507076280289,79.86915745635112,75.938,217,46.24521926480418,22.142
82125b42-1e42-11e4-b4cd-db5882bf8def,2008-03-09,1,ESP,Rodriguez Zapatero,2004-04-17,2011-12-20,2004,2011,7.67419575633128,5,11,3,45,0,0,0,0,3,11,6,40,Spain,18,25.525521,32,0.56,0.857,0.8955,2,2,1,1,98,1,2,2,2,2,4,2,1,0,5.49379443090957,1,1,2.79,2,25,1,5,30,10,2.768695,1840374492.65947,5907756.16502762,104095774.022138,0.3505,0.858,34.6,0.039,0.945,0.816,0.885,100,45.40477483701408,14.255353880585428,25.03608660785886,498800,11.3,7.45778842917758,8.4,19.9830856202046,4.04578701838922,27.8299221146951,68.1242908669157,78.17691952659342,4.52805995941162,1.3676204845066602,4.54012423037454,4.643773593424511,1.45,36.59795108259824,81.80831581898948,2.368456866397907,27025.294943287056,26.290420993906487,102.449981689453,59.6,43.01462319056748,81.17560975609757,45954106,14.7035045362781,16.5229628561542,92.12932237369688,77.976,26,55.98333004368473,11.255
82216cff-1e42-11e4-b4cd-db5882bf8def,2003-04-10,0,EST,Kallas,2002-01-28,2003-04-10,2002,2003,1.1964407939767283,1,1,1,7,1,0,2,6,0,0,0,0,Estonia,8,28.294038,13,1,0.844,0.82,2,2,1,1,3,1,2,2,2,2,7,2,2,1,8.82785635493884,2,1,5.42,2,12,1,1,3,9,3.3472013,51207275.0953853,0,0,0.4284,0.826,28.2,0.056,0.911,0.808,0.868,100,47.33728319474422,0.0341961761005999,12.856805850436425,42390,9.5,13.827258666977938,13.2,0.482330938084457,6.23546655607958,30.699502525986,63.0648630225534,24.96882951690601,5.27309989929199,1.7430492952597898,10.514920872001737,2.783758768741412,1.37,53.50386883698985,28.30689004536456,3.460192813113176,12362.248284302395,26.112634494248105,105.654472351074,45.32,48.471656693166686,71.3170731707317,1370720,16.117412006839,16.0110764117008,32.33592828497287,68.989,1021,122.776875234578,11.288
82216cfe-1e42-11e4-b4cd-db5882bf8def,1999-03-25,0,EST,Siimann,1997-03-17,1999-03-25,1997,1999,2.020533880903491,0,0,0,0,0,0,0,0,0,0,0,0,Estonia,7,30.933503,9,1,0.866,0.7795,2,2,1,1,3,1,2,2,2,2,7,2,2,1,6.05739665148407,2,1,6.87,2,12,1,1,8,7,3.2463295,2314638.97708072,0,0,0.4178,0.781,24,0.099,0.902,0.807,0.872,100,49.62396061810801,0.0408917488265178,20.26421325784383,42390,9,12.222602651045428,13.4,0.19351717464925,8.58809636754509,31.6286330436655,59.7832705887894,37.84704111326521,6.65249013900757,1.28711336447566,5.660895534509596,1.7999484596429185,1.3,52.73864118895965,32.207305595178816,3.6281471869606414,9091.333194287745,23.843217138422588,100.15892791748,14.50089724,48.126759611702965,70.06341463414634,1390244,18.3886552069703,14.7771444002256,32.79650861052135,69.543,634,144.11645359293288,11.573
82213c2d-1e42-11e4-b4cd-db5882bf8def,1995-04-17,0,EST,Tarand,1994-11-08,1995-04-17,1994,1995,0.4380561259411362,0,0,0,0,0,0,0,0,0,0,0,0,Estonia,6,49.7055225,5,1,0.866,0.7795,2,2,1,1,3,1,2,2,2,2,7,2,2,1,4.62351541828519,2,2,5.93,2,12,1,1,4,6,3.0315707,1283825.09832797,0,0,0.4207,0.733,24.2,0.167,0.884,0.803,0.873,100,52.00336883803656,0.0284744461329895,20.61807029959896,42390,9.4,13.201483467605527,14.5,0.0920280685609111,10.1831266225746,34.2279147304526,55.5889586469728,34.53181411647171,5.89866018295288,0.958098327008493,4.592689682118997,0.1735736587442642,1.38,52.42734135409295,28.00473057228363,4.130641262102334,7137.53077576403,27.381450763513765,90.944091796875,2.778968489,47.51207839174298,67.54390243902438,1436634,20.7006246665864,13.5113833869663,33.89087048832272,70.3,350,139.08747367766296,9.659
8224ab29-1e42-11e4-b4cd-db5882bf8def,1988-01-27,1,FIN,Koivisto,1981-09-11,1994-03-01,1981,1994,12.46817248459959,0,0,0,0,0,0,0,0,0,0,0,0,Finland,3,5.11551,72,1,0.256,0.5535,96,2,1,1,98,3,2,2,2,2,8,2,2,2,6.77786867590512,2,1,6.15,2,25,1,5,44,10,2.909101,105305137.6,0,0,0.2904,0.884,38.7,0.017,0.925,0.802,0.846,100,47.88526104621787,22.58322681078804,7.375160051216389,304590,12.8,10.88970118352825,9.9,19.257558098599752,3.43405582302153,23.2501811631813,72.6483618220342,59.46845599470119,5.06695985794067,1.60769117311844,0.4875722498598405,2.4060852346788413,1.69,29.638114690346885,57.80546029962477,5.195313009136765,29806.343329290557,30.087457476897413,100.127250671387,41.49448266,45.38365101942094,74.57707317073171,4946481,19.3362500395477,13.0437577699175,16.239801044026397,78,25.5,48.15765806863652,5.965
820d967d-1e42-11e4-b4cd-db5882bf8def,2002-05-05,1,FRA,Chirac,1995-05-17,2007-05-16,1995,2007,11.997262149212867,4,5,2,28,13,14,11,91,2,1,5,15,France,31,14.83552,57,1,0.857,0.912,2,2,1,2,98,3,2,2,2,2,7,2,2,1,6.05381001458374,1,1,5.22,1,2,1,5,37,10,2.9239173,10599319442.2809,474142527.298216,323556402.626225,0.3361,0.85,31.1,0.06,0.916,0.803,0.878,100,53.694788551492,45.36568894660182,33.55114533929181,547567,12.9,6.451965352661245,8.8,11.5972761591677,4.13128978526024,25.3971232331946,70.4715830229605,48.65845485499833,5.78097534179688,2.04625799037992,3.433472871458252,3.5301782973357643,1.88,28.33297112499475,52.81353407472164,2.0108588519292696,34146.30626832431,20.649452806316045,100.249298095703,30.18,45.920943770756224,79.26097560975612,61816234,18.5802717763657,16.3557138787457,112.8925483091567,76.38,92,53.07202475833355,8.702
820d967b-1e42-11e4-b4cd-db5882bf8def,1981-05-21,0,FRA,Giscard D'Estaing,1974-05-27,1981-05-21,1974,1981,6.98425735797399,0,0,0,0,0,0,0,0,0,0,0,0,France,12,14.71343,36,1,0.257,0.482,2,2,1,2,98,3,2,2,2,2,8,2,2,2,5.73558470052462,2,1,4.14,1,2,1,5,16,9,2.6072204,1278299805,3302516803.4783,1149570546.87303,0.2854,0.884,34.2,0.06,0.831,0.792,0.867,100,55.91467221480036,18.00517180992916,32.00710051391065,547566,14.1,8.222306590426577,10.1,19.257558098599752,3.43405582302153,23.2501811631813,72.6483618220342,65.84710600988838,4.73072004318237,3.24613261046416,0.4012058788611946,0.7389513379349683,1.85,29.638114690346885,77.75584647501749,3.531672500171574,23733.59356554341,27.06765885271135,108.82657623291,41.49448266,45.38365101942094,74.30000000000001,55371044,22.1641726346767,13.698181836156,101.12213687482422,73.352,25.5,45.41094345912134,5.965
820d967c-1e42-11e4-b4cd-db5882bf8def,1988-05-08,1,FRA,Mitterand,1981-05-21,1995-05-17,1981,1995,13.987679671457906,0,0,0,0,0,0,0,0,0,0,0,0,France,12,22.019914,43,1,0.257,0.482,2,2,1,2,98,3,2,2,2,2,5,1,2,1,5.98254505557604,2,1,4.38,1,2,1,5,23,10,2.7568324,3418352783,427196269.266899,734440628.475759,0.3078,0.884,35.2,0.06,0.834,0.804,0.878,100,51.715481891690494,37.19756410036399,32.531238243426365,547566,13.8,6.5198836921582055,9.5,19.257558098599752,3.43405582302153,23.2501811631813,72.6483618220342,50.5488708429962,4.54472017288208,2.96318060884889,0.8332856575786945,1.4227961456601983,1.81,29.638114690346885,59.39941238744083,2.849391762995628,26912.18120640541,24.981220581162216,108.323593139648,41.49448266,45.38365101942094,76.10000000000001,57472651,20.4267000379895,13.6604489899154,104.96022579926438,73.875,25.5,41.39221694416973,5.965
820d65a1-1e42-11e4-b4cd-db5882bf8def,1969-06-20,0,FRA,Poher,1969-04-27,1969-06-20,1969,1969,0.14784394250513347,0,0,0,0,0,0,0,0,0,0,0,0,France,10,14.71343,24,1,0.453,0.395,2,2,1,2,98,3,2,2,2,2,7,2,2,1,5.38219426023094,1,1,4.32,1,2,1,5,4,9,2.2907226,682357429.334024,909434352.156531,211784383.656051,0.3478,0.884,27.7,0.06,0.793,0.721,0.81,100,59.9451460841678,4.498414764749059,32.07832480468108,547566,17.3,9.118305739443487,10.9,19.257558098599752,3.43405582302153,23.2501811631813,72.6483618220342,68.35267327832118,5.50121021270752,3.67975172675766,2.030641506788335,1.6866264502348185,2.62,29.638114690346885,95.53945897880668,6.679956570492854,16738.1676713016,28.793407258423365,102.011859893799,41.49448266,45.38365101942094,71.45853658536586,51272683,24.6807493090679,12.7978162578514,93.637448271076,70.648,25.5,28.99275581581617,5.965
82511d05-1e42-11e4-b4cd-db5882bf8def,2012-05-15,0,FRA,Sarkozy,2007-05-16,2012-05-15,2007,2012,4.999315537303217,11,11,13,79,2,3,6,20,7,16,20,80,France,30,15.711229,67,1,0.857,0.912,2,2,1,2,98,3,2,1,2,2,7,2,2,1,5.3964484080949,1,1,5.228457,1,2,1,5,47,10,3.094209,22666366758.9422,52309442.2608494,683065616.973771,0.3292,0.885,24.95294,0.06,0.939,0.822,0.893,100,56.31722887527806,46.45041143204749,33.3877568910634,547557,12.6,5.562527260720926,8.7,14.8273540719154,2.93520140574329,21.7779944966183,75.2868040976384,46.79923106658178,5.48835611343384,1.87108059984757,1.2275966210614946,1.9381944059288287,2.01,30.290545093935428,49.01202707006454,1.6317950367770264,36182.151127581645,17.868550615567568,102.523162841797,81.44,47.82058996352359,81.96829268292684,65662240,18.3159073066943,17.7116185064849,119.91854729279326,78.878,94,59.7020591687875,9.841
8207aca8-1e42-11e4-b4cd-db5882bf8def,2001-06-07,1,GBR,Blair,1997-05-02,2007-06-27,1997,2007,10.151950718685832,11,10,7,71,0,0,1,1,1,8,6,26,United Kingdom of Great Britain and Northern Ireland (the),8,13.845163,117,0.61,0.701,0.438,2,2,2,96,98,3,1,2,2,2,7,2,2,1,6.32380979344622,2,1,3.33,1,1,1,5,121,10,3.5284812,4955597475.92235,21790405266.1613,754242816.746858,0.3719,0.869,26.6,0.042,0.872,0.797,0.861,100,52.91583819552519,10.826296437622622,23.3579961145786,241930,11.3,9.49290433321578,10.2,2.49733241275421,1.39233330341523,24.6406484898304,73.9670182067544,-17.241907530709764,4.10014009475708,2.41112210130721,3.3998059098334013,4.6921241438955725,1.63,12.253544413673376,87.82897536435264,0.7596836323818748,39768.66634639711,21.714719470219475,100.935943603516,33.4811,45.53889854386753,77.99268292682927,59119673,18.8694806080063,15.7350698612144,244.36685404869175,78.751,104,52.82161350975234,4.696
8207aca8-1e42-11e4-b4cd-db5882bf8def,2005-05-05,1,GBR,Blair,1997-05-02,2007-06-27,1997,2007,10.151950718685832,9,9,12,66,1,0,1,5,11,10,7,71,United Kingdom of Great Britain and Northern Ireland (the),8,12.198743,121,0.61,0.701,0.438,2,2,2,96,98,3,1,2,2,2,5,1,2,1,5.89469179635691,1,1,3.59,1,1,1,5,125,10,3.6050627,6045166080.36334,42319334107.2731,824720994.185042,0.3878,0.895,29.5,0.042,0.902,0.801,0.863,100,51.31580747141453,10.06672703732781,23.68040342247757,241930,12,9.214605748103772,9.6,4.28348161223592,1.37603253648279,22.2144068656745,76.4095640060319,7.861983331544661,4.92976999282837,2.42271607573388,9.934546400495089,6.287814588345654,1.76,12.427148348695903,88.1574477501595,0.5449154923435156,43007.36292458918,20.266752648259263,105.804710388184,70,45.91954203535055,79.04878048780489,60401206,18.0757571969932,15.8372945472417,249.6639771834828,79.915,134,52.68071684054824,4.751
